Reino,Subreino,Rama,Grado,Serie,Phylum,Subphylum,Superclase,Clase,Superorden,Orden,Suborden,Superfamilia,Familia,Subfamilia,Género,Especie,Descripción,Subclase,Infraclase,Infraorden
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Coreoidea,Coreidae,,Syromastus,rhombeus,"   Esta pequeña chinche de forma tan característica, está catalogada entre las especies más perjudiciales para la agricultura, pues en determinadas condiciones se reproduce en gran número, constituyendo verdaderas plagas, en especial en las calabazas y otras cucurbitáceas.     Se alimenta de los jugos de los plantas que consigue perforando sus cutículas con su poderoso estilete córneo.     Tiene un ancho abdomen con forma de diamante que la hace inconfundible. El escudo cervical tiene los extremos muy apuntados, y las estrechas alas no pueden cubrir completamente el abdomen. Su coloración es bastante uniforme pardo rojiza, con algunas marcas oscuras en las alas membranosas. Los extremos de las antenas son más gruesos que los artejos anteriores, y tienen coloración oscura. Pueden superar ligeramente el centímetro de longitud.     Tienen un ciclo vital anual. Los adultos emergen en la primavera y se buscan para la reproducción. Las larvas se pueden ver entre junio y agosto alimentándose de espergularia (Spergularia rupicola), arenaria (Arenaria montana) y otras de la familia Caryophyllaceae.   Rev: abril-09 ",Pterygota,Neoptera,Pentatomomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Geometroidea,Geometridae,Sterrhinae,Timandra,griseata,"          Esta polilla es más frecuente en el sur de Europa, aunque se puede      encontrar en latitudes bastante altas en el Reino Unido.                Cuando se posa, las líneas rosadas de sus alas anteriores coinciden      con las de las posteriores, pareciendo una línea continua.                Presentan dos generaciones, la primera entre mayo y julio, y la segunda      entre agosto y septiembre.      ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Cucujoidea,Coccinellidae,Coccinellinae,Adalia,bipunctata,"   El colorido de esta mariquita es muy variable, la forma más habitual es la que presenta un único punto negro en cada élitro rojo, pero también existen ejemplares negros con cuatro o seis puntos rojos y formas intermedias. Por la parte inferior son negras o pardo rojizas. Miden unos 5 milímetros como máximo y presentan una forma semiesférica, ligeramente más larga que ancha.     La puesta es de 20 a 50 huevos por día. Los huevos son alargados y de un color amarillo-naranja. La eclosión, que depende del clima, viene a tardar de cuatro a ocho días. Al alcanzar el cuarto estadio larvario se transforman en crisálidas de color negro con puntos amarillos, que permanecen completamente inactivas y de las que emergerán los adultos en unos ocho días. Pueden tener varias generaciones anuales, pero siempre pasan el invierno en forma de adultos, ocultos en las cortezas de los árboles.     Se distribuye por toda la región holártica. Son utilizadas como depredadores contra pulgones en los cultivos de plantas ornamentales, frutales y hortalizas. Las larvas de los últimos estadios y los adultos, pueden devorar más de 100 pulgones al día.  Rev: marzo-11 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Cucujoidea,Coccinellidae,Coccinellinae,Adalia,decempunctata,"   Esta mariquita presenta una coloración muy variable: desde apenas sin marcas, pasando por diez marcas pálidas, hasta los diez puntos bien coloreados, o las diez gotas naranjas irregulares. La cara inferior es, casi siempre, de un marrón pálido. Mide aproximadamente medio centímetro.     Como todas las mariquitas, tanto los adultos como las larvas, son voraces devoradores de insectos perjudiciales para las plantas, tanto de cultivo como ornamentales.     En tiempos de escasez de pulgones, se ha observado que las larvas pueden devorar huevos de su misma especie.  Rev: mayo-11 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Pentatomoidea,Pentatomidae,Pentatominae,Eurydema,ornata,"   Este animal resulta absolutamente característico por su coloración: la cabeza es negra con pequeñas marcas rojas, el abdomen es negro, cubierto por los hemilélitros rojos, anaranjados o amarillentos, con un dibujo negro en zigzag, y sobre el pronoto, del mismo color que los hemiélitros, destacan claramente seis grandes puntos negros.     Estas chinches presentan un aspecto robusto, cuerpo ancho y aplanado y la cabeza y el tórax formando un triángulo dirigido hacia delante. Se acercan, sin superarlo, al centímetro de longitud. Están provistas de glándulas odoríferas cuyas secreciones son de un olor particularmente acre y desagradable.     En los últimos estadios evolutivos, las larvas presentan ya el diseño de los adultos, pero con la coloración más pálida y frecuentemente amarillenta.     Se alimentan succionando el jugo de las plantas hospedantes, destruyendo las células, en especial sobre especies de la familia de las crucíferas (en la actualidad, Brassicaceae): col (Brassica), mostaza (Sinapis), rábano (Raphanus), berro (Nasturtium)..., tanto salvajes como cultivadas. Si el número de chinches es muy grande, la planta puede llegar a morir.  Rev: noviembre-10 ",Pterygota,Neoptera,Pentatomomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Lygaeoidea,Lygaeidae,Lygaeinae,Spilostethus,saxatilis,"   Esta chinche de aproximadamente un centímetro de longitud, presenta un aspecto ovalado, ligeramente alargado en sentido longitudinal, con la cabeza pequeña y triangular, patas andadoras y alas muy capacitadas para el vuelo.      Habita en terrenos cálidos, bien soleados, de las zonas templadas de Europa.     Se alimenta de jugos de diversas plantas, y en ocasiones puede llegar a constituirse en plaga sobre los avellanos (Corylus avellana).     Su viva y contrastada coloración roja y negra advierte a los posibles depredadores de su sabor nauseabundo, lo que la permite exhibirse sobre las hojas sin correr demasiado peligro.  Rev: junio-08 ",Pterygota,Neoptera,Pentatomomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Coreoidea,Rhopalidae,,Rhopalus,subrufus,"   Estas chinches presentan las glándulas hediondas en posición ventral. Alcanzan los 7 milímetros de longitud.     Se caracterizan por tener sus largas alas anteriores membranosas, normalmente de color rojizo, y por presentar bandas claras y oscuras alternas en el conexivo y puntos blanquecinos en el escutelo, que además luce dos protuberancias cerca de los bordes posteriores y carece de línea media.     Se asocian con diversas plantas, en especial la hierba de san Juan (Hypericum). Pasan el invierno en forma de adultos, y las nuevas generaciones surgen durante el mes de agosto.  Rev: octubre-09 ",Pterygota,Neoptera,Pentatomomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Prosorrhyncha,Miroidea,Miridae,Phylinae,Amblytylus,nasutus,"   Estas chinches se alimentan succionando los jugos de las plantas, directamente sobre las hojas o en los tallos. Son de color verde amarillento y de forma ovalada, con una cabeza casi tan larga como ancha y con los ojos pequeños, y la cara superior cubierta densamente de pilosidad de color negro. Las alas membranosas son oscuras.     Los adultos alcanzan los 4 o 5 milímetros de longitud y pueden verse entre junio y agosto en praderas herbáceas y páramos. Se distribuye por gran parte de Europa y Norteamérica.  Rev: mayo-14 ",Pterygota,Neoptera,Cimicomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,Amphiesmenoptera,Lepidoptera,Glossata,Bombycoidea,Lasiocampidae,Lasiocampinae,Malacosoma,neustria,"      Este lepidóptero nocturno, que se extiende por casi todas las regiones templadas del planeta,    realiza curiosas puestas de los huevos en torno a pequeñas ramas de diversos árboles. Después    de la eclosión, las larvas, que presentan dos líneas longitudinales amarillas en el dorso, tejen     unas bolsas sedosas donde se protegen de sus enemigos, y desde donde se alimentan de las hojas. La    pupación tiene lugar en un capullo que se fija a la propia planta nutricia.          Los adultos son pardos, con franjas de diversos tonos, y con una envergadura alas de unos dos     centímetros. Los dos sexos tienen las antenas pectinadas.    ",Pterygota,Neoptera,Neolepidoptera
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Coleoptera,Polyphaga,Cucujoidea,Coccinellidae,Coccinellinae,Propylea,quatuordecimpunctata,"   De la mariquita de catorce puntos se han identificado científicamente más de cien diseños de color distintos. En general, son amarillas con los puntos negros, pero la amplitud de estos puntos puede extenderse incluso a toda la superficie amarilla. El color básico también puede ser blanco. Mide unos 6 milímetros de longitud.     Las hembras pueden poner hasta cuatrocientos huevos, pero en muy pocas ocasiones se reproducen masivamente. Las larvas son muy activas y pueden correr bastante deprisa. Lucen un cuerpo erizado de espinas y de aspecto poco agradable. Se usan comercialmente para el control de pulgones en diversas plantas. Los adultos pueden llegar a vivir dos años completos.     Es una mariquita distribuida por toda Europa, y casi en cualquier hábitat, con preferencia por las praderas y los límites de los bosques. En 1996 fue descubierta en un campo de patatas en Estados Unidos.  Rev: abril-10 ",Pterygota,Neoptera,Cucujiformia
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,Macrosiphum,euphorbiae,"   El pulgón verde de la patata es un pulgón alargado, de dos a cuatro   milímetros de longitud, con las patas bastante grandes, las antenas    más largas que el cuerpo, los ojos rojos, y los sifones largos, con    extremidades oscuras. El color es generalmente verde, a veces amarillento o    rosado. Las larvas tienen una línea longitudinal en la espalda.     Este pulgón tiene más de doscientas plantas hospedadoras, tales como   la patata, el tomate, la berenjena, el pimiento, el crisantemo, el gladiolo, la    rosa o el tabaco.  ",Pterygota,Neoptera,
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Ephydroidea,Drosophilidae,Drosophilinae,Drosophila,funebris,"      Esta pequeña mosca es atraída por las heces animales y humanas, al    igual que por los alimentos sin procesar y las frutas, por lo que es un importante    transmisor de enfermedades gastrointestinales.          La mosca adulta tiene una envergadura de unos tres milímetros. Sus antenas    muestran pequeñas ramificaciones, y parecen bifurcadas en el extremo.    ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Muscoidea,Muscidae,Stomoxyinae,Stomoxys,calcitrans,"      Es una especie muy similar a la    mosca doméstica, pero    pero tiene una fina trompa picadora que permanece levantada hacia adelante cuando la    mosca está en reposo.          El ciclo vital de esta mosca es de apenas catorce días. Las hembras ponen unos    seiscientos huevos sobre excrementos de vacuno o caballar; a los cuatro días de    salir de la pupa, ya se aparean.          Se alimentan de materias orgánicas en descomposición y de sangre de    mamíferos.  Su picadura puede     transmitir gérmenes patógenos peligrosos.    ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Oestroidea,Calliphoridae,Polleniinae,Pollenia,rudis,"      Se trata de moscas medianas, de color gris, tienen unos pelillos amarillos en el     tórax y cruzan las alas planas sobre el cuerpo cuando descansan.          Las hembras ponen sus huevos en grietas en la tierra; éstos maduran en solo tres    días. Las larvas buscan     lombrices que se     convertirán en su fuente de alimentación durante 22 días. La     etapa pupal dura de 11 a 14 días, luego surge la mosca adulta, que se se alimenta    de flores.    ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Syrphoidea,Syrphidae,Syrphinae,Syrphus,ribesi,"      Estas moscas de apenas un centímetro de tamaño, presentan el abdomen     anillado de amarillo y negro, como el de las     avispas, lo que supone una    adaptación de supervivencia.           Son capaces de mover las alas tan deprisa, que pueden moverse verticalmente e incluso    volar hacia atrás.          Las larvas salidas de los huevos se alimentan de     pulgones, por lo    que pueden ser útiles contra estas plagas.    ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Syrphoidea,Syrphidae,Syrphinae,Episyrphus,balteatus,"   Esta mosca de las flores de algo más de un centímetro de tamaño, presenta un precioso abdomen muy llamativo: amarillo anaranjado con grandes bandas negras alternando con bandas más finas. En el tórax presentan bandas longitudinales grisáceas. Se trata, sin duda, de ""mimetismo batesiano"", pues se parecen a avispas y confunden así a sus posibles depredadores.     Las hembras depositan los huevos de manera individual en medio de una colonia de pulgones, ya que aunque los adultos se alimentan de néctar de las flores y polen de diversas plantas, las larvas son grandes devoradoras de diversas especies de estos animales. Antes de llegar al estado de crisálida, una larva puede comerse unos cuatrocientos pulgones en una o dos semanas.  Rev: julio-08 ",Pterygota,Neoptera,Muscomorpha
Metazoa,Eumetazoa,Bilateria,Coelomata,Protostomia,Arthropoda,Hexapoda,,Insecta,,Diptera,Brachycera,Syrphoidea,Syrphidae,Syrphinae,Sphaerophoria,scripta,"   Estas moscas de apenas un centímetro de tamaño presentan el aspecto típico de la familia, pero mientras que el abdomen de las hembras termina de forma cónica, el de los machos se interrumpe bruscamente. Presentan manchas amarillas sobre el abdomen negro, que pueden tener diseños variables, y que hacen que se confundan con himenópteros y no sean atacadas por algunos posibles depredadores.     Las alas son más cortas que el abdomen.     Deposita los huevos, que son alargados, de un milímetro, y color blanco, sobre el tejido vegetal, en las proximidades de las colonias de pulgones, de los que se alimentan las larvas en exclusiva.     Las larvas, ápodas y de apariencia mucilaginosa, pueden ser verdosas o transparentes, en cuyo caso adoptan la coloración de sus jugos internos. La pupación la realizan en el interior de una cápsula muy característica llamada comúnmente ""lágrima"" por su forma.     Completan su ciclo en unos 16 días, y pueden llegar a tener hasta nueve generaciones anuales.  Rev: junio-10 ",Pterygota,Neoptera,Muscomorpha
